1
44
8
2
53
37
25
7
51
39
10
4
52
20
28
19
42
48
31
12
36
46
34
16
30
47
15
24
27
22
38
45
0
9
3
54
14
5
50
17
26
6
49
13
35
21
29
40
11
18
32
43
23
33
41
