0.0,0.7646,0.7318,0.6985,0.6663,0.6837
0.7646,0.0,0.7225,0.6894,0.6572,0.6744
0.7318,0.7225,0.0,0.6565,0.6244,0.6416
0.6985,0.6894,0.6565,0.0,0.5911,0.6085
0.6663,0.6572,0.6244,0.5911,0.0,0.5763
0.6837,0.6744,0.6416,0.6085,0.5763,0.0
