35
34
40
31
29
28
27
26
51
50
48
47
44
39
37
32
11
10
1
0
45
38
36
46
30
43
25
24
15
14
54
42
3
2
53
21
20
19
18
13
12
9
8
5
4
52
23
22
17
16
7
6
49
33
41
