0.0,0.639,0.611,0.708,0.764,0.875,0.8190000000000001,0.764,0.722,0.875,1.0,0.639,0.611,0.6809999999999999,0.833,0.583,0.722,0.764,0.653,0.764,0.875,0.764,0.40299999999999997,0.958,0.6809999999999999,0.611,0.75,0.722,0.764,0.486,0.708,0.889,1.0,0.708,0.639,0.778,0.8059999999999999,0.875,0.833,0.764,0.653,0.8190000000000001,0.764,0.722,0.875,0.917,0.764,0.625,0.778,0.8059999999999999,0.875,1.0,0.708,0.792,0.542
0.639,0.0,0.25,0.736,0.764,0.764,0.708,0.792,0.8059999999999999,0.764,0.639,1.0,0.25,0.764,0.47200000000000003,0.528,0.6940000000000001,0.708,0.542,0.792,0.764,0.764,0.375,0.6809999999999999,0.764,0.5,0.47200000000000003,0.6940000000000001,0.708,0.375,0.625,0.528,0.639,0.736,0.889,0.41700000000000004,0.75,0.764,0.639,0.764,0.542,0.708,0.792,0.8059999999999999,0.764,0.639,0.764,0.8190000000000001,0.41700000000000004,0.75,0.764,0.639,0.625,0.514,0.542
0.611,0.25,0.0,0.431,0.375,0.486,0.542,0.375,0.33299999999999996,0.486,0.611,0.25,1.0,0.292,0.778,0.528,0.556,0.375,0.597,0.375,0.486,0.375,0.6809999999999999,0.569,0.292,0.556,0.6940000000000001,0.556,0.375,0.764,0.431,0.722,0.611,0.431,0.25,0.722,0.41700000000000004,0.486,0.444,0.375,0.597,0.542,0.375,0.33299999999999996,0.486,0.528,0.375,0.34700000000000003,0.722,0.41700000000000004,0.486,0.611,0.431,0.736,0.486
0.708,0.736,0.431,0.0,0.667,0.667,0.722,0.9440000000000001,0.708,0.667,0.708,0.736,0.431,0.667,0.542,0.6809999999999999,0.708,0.861,0.444,0.9440000000000001,0.667,0.667,0.361,0.75,0.667,0.40299999999999997,0.625,0.708,0.861,0.278,0.889,0.597,0.708,1.0,0.625,0.486,0.903,0.667,0.792,0.667,0.444,0.722,0.9440000000000001,0.708,0.667,0.792,0.667,0.917,0.486,0.903,0.667,0.708,0.889,0.583,0.444
0.764,0.764,0.375,0.667,0.0,0.639,0.833,0.722,0.958,0.639,0.764,0.764,0.375,0.917,0.597,0.542,0.736,0.722,0.41700000000000004,0.722,0.639,1.0,0.25,0.722,0.917,0.375,0.597,0.736,0.722,0.25,0.778,0.653,0.764,0.667,0.875,0.542,0.764,0.639,0.6809999999999999,1.0,0.41700000000000004,0.833,0.722,0.958,0.639,0.764,1.0,0.583,0.542,0.764,0.639,0.764,0.778,0.556,0.778
0.875,0.764,0.486,0.667,0.639,0.0,0.6940000000000001,0.722,0.6809999999999999,1.0,0.875,0.764,0.486,0.639,0.708,0.45799999999999996,0.6809999999999999,0.639,0.778,0.722,1.0,0.639,0.528,0.917,0.639,0.736,0.625,0.6809999999999999,0.639,0.611,0.667,0.764,0.875,0.667,0.764,0.653,0.6809999999999999,1.0,0.792,0.639,0.778,0.6940000000000001,0.722,0.6809999999999999,1.0,0.792,0.639,0.75,0.653,0.6809999999999999,1.0,0.875,0.667,0.75,0.41700000000000004
0.8190000000000001,0.708,0.542,0.722,0.833,0.6940000000000001,0.0,0.667,0.792,0.6940000000000001,0.8190000000000001,0.708,0.542,0.75,0.653,0.486,0.903,0.667,0.47200000000000003,0.667,0.6940000000000001,0.833,0.306,0.778,0.75,0.431,0.653,0.903,0.667,0.306,0.722,0.708,0.8190000000000001,0.722,0.708,0.597,0.708,0.6940000000000001,0.736,0.833,0.47200000000000003,1.0,0.667,0.792,0.6940000000000001,0.8190000000000001,0.833,0.639,0.597,0.708,0.6940000000000001,0.8190000000000001,0.722,0.611,0.611
0.764,0.792,0.375,0.9440000000000001,0.722,0.722,0.667,0.0,0.764,0.722,0.764,0.792,0.375,0.722,0.597,0.736,0.653,0.917,0.5,1.0,0.722,0.722,0.41700000000000004,0.8059999999999999,0.722,0.45799999999999996,0.6809999999999999,0.653,0.917,0.33299999999999996,0.833,0.653,0.764,0.9440000000000001,0.6809999999999999,0.542,0.958,0.722,0.847,0.722,0.5,0.667,1.0,0.764,0.722,0.847,0.722,0.861,0.542,0.958,0.722,0.764,0.833,0.639,0.5
0.722,0.8059999999999999,0.33299999999999996,0.708,0.958,0.6809999999999999,0.792,0.764,0.0,0.6809999999999999,0.722,0.8059999999999999,0.33299999999999996,0.958,0.556,0.5,0.778,0.6809999999999999,0.45799999999999996,0.764,0.6809999999999999,0.958,0.292,0.764,0.958,0.41700000000000004,0.556,0.778,0.6809999999999999,0.292,0.8190000000000001,0.611,0.722,0.708,0.917,0.5,0.722,0.6809999999999999,0.722,0.958,0.45799999999999996,0.792,0.764,1.0,0.6809999999999999,0.722,0.958,0.625,0.5,0.722,0.6809999999999999,0.722,0.8190000000000001,0.597,0.736
0.875,0.764,0.486,0.667,0.639,1.0,0.6940000000000001,0.722,0.6809999999999999,0.0,0.875,0.764,0.486,0.639,0.708,0.45799999999999996,0.6809999999999999,0.639,0.778,0.722,1.0,0.639,0.528,0.917,0.639,0.736,0.625,0.6809999999999999,0.639,0.611,0.667,0.764,0.875,0.667,0.764,0.653,0.6809999999999999,1.0,0.792,0.639,0.778,0.6940000000000001,0.722,0.6809999999999999,1.0,0.792,0.639,0.75,0.653,0.6809999999999999,1.0,0.875,0.667,0.75,0.41700000000000004
